Episodes,Average Episode Reward
0,31.36095159788498
1,48.03624501882189
2,31.001416130972316
3,42.39003419759464
4,102.6252519681143
5,40.057554521108
6,31.530968009083278
7,24.391975582301576
8,104.40119746020413
9,61.04344533097645
10,131.8335823344207
11,16.132623261974025
12,48.07340211524324
13,38.41141308227125
14,72.94520258131881
15,9.986656276584363
16,15.942712737257077
17,15.883865766097697
18,159.04444657076294
19,21.159677932556026
20,20.69460334496135
21,86.17367542188953
22,10.756259136840493
23,146.25742990796246
24,230.98909706550225
25,91.14236242264498
26,35.09688889706272
27,89.21091738420688
28,18.236346147786737
29,99.03852390314655
30,38.138566342928925
31,25.09006348529072
32,84.890740165518
33,95.32234780307978
34,28.72564821205757
35,18.992768393562763
36,132.88209054789118
37,136.13093056555084
38,17.886873227565054
39,25.018932719417894
40,14.351843207185551
41,15.159739080435596
42,23.061228368988434
43,33.10907134039594
44,2.6093874929188265
45,24.88693554234329
46,93.71119207918196
47,5.785043625607447
48,10.090807281584274
49,6.465968570215805
50,66.06104181942642
51,18.434318003935342
52,0.41082085052649775
53,12.89832809758041
54,27.55455353371316
55,14.261172356893558
56,15.403376382798122
57,18.618391821504577
58,14.170881091671243
59,63.917062782366415
60,50.11923297324364
61,14.288748619717994
62,8.408631279837289
63,19.34501437772845
64,17.30638921620526
65,49.681279854958916
66,17.632427533172994
67,10.309205943195026
68,34.67404281660945
69,54.5911749945418
70,74.41612239023995
71,27.57900921935992
72,9.244667802589836
73,45.895266114727285
74,11.601477900861767
75,13.9530153610602
76,29.54379715762532
77,82.17919858856693
78,25.340369520870354
79,33.29176623362314
80,15.077011203319255
81,41.642452961522025
82,10.550074755074457
83,15.778253726820347
84,26.8049294025807
85,119.31861588967296
86,67.51207549991821
87,23.262816245504073
88,54.288626860337864
89,74.68013189504457
90,21.34164235339044
91,24.294632746645032
92,21.321909180046646
93,149.44791908839056
94,30.937159790994933
95,21.58463208830997
96,15.79501538691512
97,127.95745365510162
98,76.20298206763123
99,36.235344405702264
100,35.34437841504315
101,13.53720932466884
102,3.9818488401243854
103,118.82242582122981
104,34.719243082293126
105,139.30593356571435
106,69.77142777701629
107,40.53427006504397
108,11.10831376496437
109,36.025068872205615
110,95.36849201479839
111,92.57924554233948
112,22.804963062031515
113,133.111306309125
114,149.23649838630695
115,201.38349620611797
116,17.202367650854846
117,46.75469508553589
118,144.2733966202829
119,44.25087064836391
120,41.9154222430035
121,55.05421080536349
122,23.501051883882866
123,21.986366510963506
124,147.21667872318264
125,33.13260767214444
126,312.0600413000995
127,33.3578183840987
128,142.3945047067325
129,165.79042822203647
130,93.03677370959703
131,62.2695096847736
132,44.127466373125635
133,191.26132367695257
134,126.6612264099511
135,27.88415761686515
136,50.454944132930535
137,125.16203274395234
138,43.63904195019037
139,28.17516229363194
140,73.3872313688899
141,28.127068988560374
142,30.603961816517014
143,41.74863330018738
144,115.90292466708924
145,15.558142222100692
146,31.192451993820093
147,153.88612811965592
148,15.636186449299993
149,60.99134071082201
150,49.97148553876566
151,131.48664179657067
152,54.007864386737694
153,0.18468430698609223
154,229.01383310127656
155,30.02765441737503
156,133.51873305220988
157,43.58241927712358
158,171.8141052544798
159,56.37525065925978
160,67.67458952177473
161,100.19479219014329
162,88.75525517122821
163,141.31870798180287
164,87.15708182847276
165,123.52585974661223
166,116.10886724440209
167,40.16925434035075
168,17.12423161570759
169,104.30775339543918
170,6.402692672863972
171,17.381751285920263
172,17.29024243657547
173,14.851955917575943
174,36.11323830950121
175,30.404374251607695
176,89.69071803348703
177,28.570587056603525
178,88.13059266590244
179,133.33733273323787
180,53.50436084010725
181,16.599257130057918
182,65.87706960854854
183,82.03950334623282
184,29.707671653876034
185,71.88136902474008
186,90.55170838858315
187,51.48403958048442
188,110.99393029644311
189,60.438173456868725
190,31.692733966438997
191,337.557159955528
192,52.32193039206687
193,123.128058688779
194,110.17903438836694
195,31.102410818336423
196,33.55320030074896
197,59.426189515137736
198,53.14280619111154
199,243.67224143088043
200,78.47861964077654
201,72.03860226014199
202,351.3952030111924
203,166.11759080211704
