Episodes,Average Episode Reward
0,22.799596213136187
1,23.72871409306322
2,38.79861070068853
3,128.88070770887882
4,16.246645104776174
5,22.196721715752677
6,14.826090194165126
7,10.073949820389938
8,83.80698399407453
9,28.20913200188654
10,27.915754451933118
11,19.071587702914943
12,9.199949533134161
13,25.60886122965151
14,3.7091856960752785
15,6.111359556479518
16,6.180008063878063
17,180.21143796522122
18,119.17268038729786
19,24.561899573673127
20,181.3982925073956
21,171.40141997885593
22,8.89698203668477
23,176.97824871463442
24,117.29227119620104
25,31.666751019852303
26,11.608149130682309
27,21.065658499525657
28,37.89202814508596
29,11.821392769801077
30,5.960277981325428
31,30.2413455979639
32,9.228064772281972
33,139.5786148733056
34,205.01004445121038
35,12.211470733657288
36,40.97376050516817
37,5.165264784037702
38,20.091203044006747
39,3.622269769031139
40,89.08891534262627
41,15.48061913114016
42,5.633627867067544
43,15.261409013116436
44,14.473219428638505
45,5.503941691793902
46,14.482854471343769
47,8.500312858584735
48,4.318633210110964
49,25.191857851379897
50,0.1054523006794251
51,17.725051741213942
52,6.0436470263584585
53,26.45559917062227
54,19.247384242402223
55,111.21434789045368
56,7.460336859130112
57,85.83704045252287
58,5.547759853627983
59,14.12301829889975
60,13.601949335322036
61,39.042030325667625
62,90.00575433219484
63,85.78358367025741
64,8.037420759805691
65,13.11080181366123
66,26.37382350490143
67,21.224343640745325
68,160.3736318921831
69,11.443199897201218
70,19.78184995553692
71,15.4214460832635
72,39.2788267343793
73,238.52362433838368
74,7.645914711294739
75,10.978591279250558
76,31.419094072934932
77,20.211004642331112
78,10.76494408083544
79,29.76487186311308
80,77.25290584826936
81,103.75321885366468
82,21.504167734396972
83,2.7737274821411595
84,6.878277246004928
85,15.73179906104363
86,9.51778038706954
87,11.00837671906681
88,12.919946528354856
89,17.119256336888732
90,16.452906611522728
91,15.6810302885222
92,48.81564940644537
93,24.240539407947384
94,9.311998951823522
95,233.73761307134345
96,17.819995800617725
97,39.07009108219713
98,13.179163638747161
99,146.9182870026831
100,0.18228450295767465
101,18.608734257007
102,102.5545882142686
103,8.950252944651028
104,99.46279260658194
105,11.041511726667581
106,7.61942721182162
107,36.23956058620543
108,5.220352668011006
109,55.545563962272084
110,30.115171035512397
111,14.627840419421391
112,28.88246739545789
113,8.946917641459454
114,28.28057394931785
115,4.553014959092714
116,8.73837482122785
117,26.835726006713806
118,31.752608744838074
119,68.26693649835575
120,5.573290532402379
121,5.583541756652218
122,119.46972978528086
123,172.0756138496118
124,4.945061588527052
125,12.1809427620995
126,13.16379853862676
127,26.832646299863907
128,3.894930145173335
129,263.15066971331186
130,6.7693322932493105
131,12.59232092539597
132,25.664735522115073
133,22.361210423175223
134,14.925861036546321
135,19.813843855562787
136,18.85037656779881
137,26.183013244758918
138,14.352932264808745
139,202.05564678365292
140,8.931864782475115
141,6.683253273211151
142,218.66930534905242
143,16.520601102147776
144,128.38941631840544
145,151.88203774237056
146,24.880806720124255
147,30.44599969645985
148,15.647489656365845
149,41.8132740335582
150,9.123924858533542
151,4.138093528707773
152,24.759930155868922
153,5.553831452832748
154,45.016147843779386
155,11.734061913665592
156,52.77788532409972
157,13.695188409672381
158,4.513056472935897
159,92.21039357684734
160,32.78418071045102
161,2.1489994038856626
162,32.950087725713246
163,9.970482171972055
164,22.793530296472593
165,17.972544331471966
166,11.397762726700353
167,37.94285305280024
168,6.0
169,4.214466360427132
170,14.188259171896291
171,76.92483861544238
172,32.93144369819891
173,17.116242677415066
174,7.277279826874604
175,61.356058411600316
176,39.473736586704206
177,41.76942523318901
178,73.34984847519523
179,19.90644521033743
180,13.76987193014241
181,11.924834947456246
182,95.99479887907061
183,125.6412339481995
184,103.25176123108172
185,14.041934451312827
186,11.430206445958646
187,131.0632609391687
188,11.424567439784598
189,41.54679697349025
190,22.958868367655505
191,10.157973433206294
192,62.93139615649065
193,17.021291891105122
194,20.600783153527544
195,214.4017213421222
196,10.899313791724941
197,13.226343933346671
198,58.74573490445026
199,27.75192039842146
200,26.089527183207785
201,22.048648980047002
202,4.535428010302599
203,17.982873747051812
204,30.549532275934496
205,21.17499599476003
206,183.09894532485785
207,27.412941885978
208,6.1118139457371505
209,11.092386548300675
210,39.92619029362257
211,13.439724198683919
212,17.122998999966132
213,45.26708706018045
214,7.27511478862098
215,22.66794580212429
216,9.922542603869067
217,35.11317316779271
218,63.74745849716883
219,17.425931800538066
220,27.614554317892676
221,11.947034357904347
222,7.708358884844067
223,11.924195350195946
224,127.21579395896238
225,37.439715038677406
226,22.137730974059963
227,5.283848429229841
228,26.898723706389795
229,82.29646104208261
230,235.93148457021908
231,8.327434636837722
232,23.04812843225985
233,8.963562789765039
234,10.03430223057113
235,15.035003615426092
236,25.833577263530255
237,92.431772861809
238,20.09478911218927
239,8.290831958982764
240,9.039033535481632
241,4.575084777148153
242,6.1358452746930645
243,19.6197474834719
244,5.812269042204797
245,33.79711175304894
246,5.130212662635184
247,6.215981033406282
248,103.52039146592149
249,17.081821567466147
250,12.820134007095701
251,46.62247119964123
252,6.924641808524972
253,33.42649448543389
254,51.28082151422622
255,6.745850089616534
256,17.069012255664735
257,30.183861823463694
258,17.935339294963647
259,6.639856712999708
260,16.56139605513923
261,29.540552971707946
262,6.458492230677638
263,8.89200109985109
264,15.538321024161968
265,22.38346829814851
266,4.417570189237226
267,29.64541194604337
268,4.4062435081001325
269,15.419683703639434
270,13.108154603319612
271,5.816400926931956
272,177.9276142077238
273,9.067121274668818
274,11.35242697891076
275,5.9156390679171595
276,15.458846353251174
277,84.03121232212972
278,26.690984708640315
279,15.142452287043488
280,24.04290091216861
281,23.066991219627866
282,8.373934638296511
283,56.17705731071532
284,96.36945560898543
285,13.430066229919676
286,11.768915688614031
287,5.941767891419681
288,10.692399898431107
289,17.63081781176067
290,26.205518967542748
291,15.492014899440724
292,198.71104305596444
293,39.343974903706055
294,13.827059451188866
295,110.49298259054974
296,9.280627585754493
297,12.662751574054381
298,20.439668140009758
299,23.3695944738827
300,25.657238225636622
301,11.587609076032855
302,39.92616064848901
303,94.82526887091105
304,28.797125388442126
305,58.35889983934479
306,25.888593230339975
307,171.83257593101806
308,38.39687512482892
309,97.71658439550237
310,8.757597433106833
311,4.037551474103509
312,99.22127522969272
313,11.516204838592857
314,18.296271240251574
315,29.338228932548873
316,47.51247468014417
317,13.407950734251873
318,13.539931868476662
319,28.572476151768726
320,25.078784401863853
321,22.640835486105566
322,81.28928370747603
323,9.802687931085567
324,26.222090718757283
325,5.689400853951812
326,107.76717120210462
327,19.88869441756222
328,4.967456142796903
329,18.860185028542674
330,127.60758171164895
331,7.490906218566265
332,7.181904326349485
333,40.79475860878508
334,82.11024690078612
335,12.545027885029347
336,11.021509460128947
337,67.63491340853507
338,74.40066977410537
339,12.751284215710747
340,38.64047944448218
341,17.85784469312423
342,44.95003263011236
343,107.54706060777298
344,11.642076966234805
345,31.949532191730274
346,10.072488184437656
347,22.386193501595944
348,96.55478064593835
349,132.61596268572993
350,20.713060119722236
351,11.588916247387646
352,148.1145847413329
353,10.789499745428062
354,33.457180764737956
355,10.40865692455569
356,32.65615458109749
357,33.75088207828867
358,8.080664077718103
359,3.281799476625766
360,11.81448308202395
361,42.3870712003014
362,3.307885895704353
363,7.247557338510682
364,31.876690236275596
365,41.323704043337116
366,33.080331075775206
367,21.488796303860397
368,10.507915676979609
369,17.330458417874752
370,34.44764304945125
371,116.8371719727615
372,28.780679982818693
373,10.129705493431839
374,44.488960119352186
375,17.501896550806293
376,113.47150736439082
377,17.337277658672846
378,20.46314188707324
379,6.910419964438929
380,22.902630048952936
381,92.10721402211526
382,12.443780508465048
383,66.67093980710833
384,146.65873099932688
385,86.45517454329611
386,25.163567016741112
387,5.304639651675035
388,188.09927461523137
389,62.249376759224404
390,24.253456556464474
391,33.590572560058504
392,20.946056637159753
393,234.68409333295585
394,110.65004904439266
395,15.36827200250984
396,27.77000567827824
397,9.326130954811937
398,19.79499040082424
399,18.20364021947992
400,12.321413017373713
401,26.02651759911121
402,6.134517001252468
403,25.38547018866971
404,35.566623660577214
405,15.08159015807163
406,11.924086265065704
407,14.047708413666033
408,31.602498168000775
409,44.07625799659249
410,13.626091931237651
411,18.533623745475843
412,38.834074140621766
413,31.10261843580138
414,10.458879649253227
415,12.76847204578978
416,75.60570353377132
417,18.951524855357178
418,41.295138705623806
419,5.772393720944638
420,82.53872964747421
421,157.77514907729486
422,37.54946440054783
423,6.959917375111494
424,29.36445383008714
425,117.13445677294517
426,19.35598457526889
427,3.2705621679539743
428,40.60656540016145
429,102.17227247943823
430,6.962791236738853
431,15.500464378674259
432,8.952208901182123
433,4.666982464453044
434,3.5209106041362186
435,33.64084558456492
436,10.915892271823592
437,25.62839746024893
438,238.2368052258983
439,20.070476181420094
440,25.7840145720504
441,63.633379859450486
442,10.195697356074842
443,9.713902708056935
444,254.09537168573843
445,3.5559986055893424
446,24.946779767077288
447,14.050563655016852
448,10.35459298140244
449,27.075224637610134
450,16.31941367211941
451,15.149988845793528
452,36.22958185809166
453,14.964143153785137
454,11.95744277434222
455,38.70839778789946
456,19.851253121623024
457,23.16869071239143
458,19.785330250271752
459,25.671204128986492
460,201.01001217426943
461,31.336192376867903
462,112.3792554090023
463,23.349773315953772
464,35.7883739954033
465,4.777380056541386
466,50.64541704687968
467,4.721222417961834
468,6.046613125380223
469,48.28187473994097
470,21.3553556425409
471,41.40921105270213
472,3.724764168520533
473,44.407783526910904
474,4.601873761600351
475,27.782088329232625
476,34.516104060485006
477,7.607141294670059
478,16.235859535474393
479,15.515421968616705
480,13.62622591383669
481,5.456011359332651
482,20.76485700551403
483,29.88439257932635
484,10.822478651292275
485,7.458112985189338
486,29.905089214071072
487,19.67297536801236
488,130.04560001817345
489,40.60799898568279
490,6.597004900826199
491,9.218734495894706
492,11.43657651502348
493,4.3166671284237985
494,26.34760420607511
495,241.6309467397594
496,14.542012906358334
497,47.46850042727688
498,33.232828554535416
499,28.005797762431815
500,15.311562089091248
